Input Start Date,Input End Date,Start Date,End Date,Model Result,Model Sharpe,SPY Buy/Hold Result,SPY Sharpe,SPY Delta
2023-04-08 00:00:00,2024-04-07 00:00:00,2023-04-11 00:00:00,2024-04-05 00:00:00,86.34,3.009827,28.37,2.250126,57.97
2022-11-18 00:00:00,2023-11-18 00:00:00,2022-11-21 00:00:00,2023-11-17 00:00:00,69.42,2.150295,16.04,1.118938,53.38
2022-04-03 00:00:00,2023-04-03 00:00:00,2022-04-05 00:00:00,2023-04-03 00:00:00,2.21,0.235506,-7.34,-0.213013,9.55
2023-09-20 00:00:00,2024-09-19 00:00:00,2023-09-21 00:00:00,2024-09-19 00:00:00,89.07,2.537446,26.77,2.549276,62.3
2024-07-10 00:00:00,2025-07-10 00:00:00,2024-07-11 00:00:00,2025-07-10 00:00:00,103.04,2.161322,-2.74,-4.482334,105.78
2022-06-07 00:00:00,2023-06-07 00:00:00,2022-06-08 00:00:00,2023-06-07 00:00:00,53.94,1.502483,5.49,0.361647,48.45
2021-10-23 00:00:00,2022-10-23 00:00:00,2021-10-26 00:00:00,2022-10-21 00:00:00,-22.44,-0.644429,-16.67,-0.687294,-5.77
2024-01-02 00:00:00,2025-01-01 00:00:00,2024-01-03 00:00:00,2024-12-31 00:00:00,114.02,2.819013,16.18,2.502669,97.84
2022-03-04 00:00:00,2023-03-04 00:00:00,2022-03-07 00:00:00,2023-03-03 00:00:00,6.32,0.351968,-2.07,0.027957,8.39
2024-03-26 00:00:00,2025-03-26 00:00:00,2024-03-27 00:00:00,2025-03-26 00:00:00,67.31,1.828169,3.79,1.085152,63.52
2023-03-21 00:00:00,2024-03-20 00:00:00,2023-03-22 00:00:00,2024-03-20 00:00:00,97.28,3.245638,34.66,2.653607,62.62
2022-08-05 00:00:00,2023-08-05 00:00:00,2022-08-08 00:00:00,2023-08-04 00:00:00,56.1,1.640305,9.96,0.604875,46.14
2024-05-03 00:00:00,2025-05-03 00:00:00,2024-05-06 00:00:00,2025-05-02 00:00:00,70.82,1.672382,5.11,2.380951,65.71
2022-12-27 00:00:00,2023-12-27 00:00:00,2022-12-28 00:00:00,2023-12-27 00:00:00,97.39,2.881609,28.43,1.979441,68.96
2023-03-15 00:00:00,2024-03-14 00:00:00,2023-03-16 00:00:00,2024-03-14 00:00:00,98.18,3.201803,31.98,2.431104,66.2
2021-12-24 00:00:00,2022-12-24 00:00:00,2021-12-28 00:00:00,2022-12-23 00:00:00,-22.79,-0.601063,-18.4,-0.72651,-4.39
2023-03-27 00:00:00,2024-03-26 00:00:00,2023-03-28 00:00:00,2024-03-26 00:00:00,102.58,3.360975,33.04,2.548617,69.54
2023-11-08 00:00:00,2024-11-07 00:00:00,2023-11-09 00:00:00,2024-11-07 00:00:00,120.27,2.893597,26.05,3.110975,94.22
2022-01-01 00:00:00,2023-01-01 00:00:00,2022-01-04 00:00:00,2022-12-30 00:00:00,-22.85,-0.597341,-18.62,-0.735369,-4.23
2022-01-31 00:00:00,2023-01-31 00:00:00,2022-02-01 00:00:00,2023-01-31 00:00:00,-6.59,-0.019408,-8.8,-0.263201,2.21
2024-01-27 00:00:00,2025-01-26 00:00:00,2024-01-30 00:00:00,2025-01-24 00:00:00,126.4,2.952041,10.95,1.953884,115.45
2022-06-29 00:00:00,2023-06-29 00:00:00,2022-06-30 00:00:00,2023-06-29 00:00:00,81.77,2.042389,18.03,0.957827,63.74
2024-02-04 00:00:00,2025-02-03 00:00:00,2024-02-06 00:00:00,2025-02-03 00:00:00,123.1,2.828094,10.26,1.964091,112.84
2022-10-18 00:00:00,2023-10-18 00:00:00,2022-10-19 00:00:00,2023-10-18 00:00:00,67.49,1.889391,18.58,1.162487,48.91
2023-10-16 00:00:00,2024-10-15 00:00:00,2023-10-17 00:00:00,2024-10-15 00:00:00,110.5,2.937248,25.42,2.657121,85.08
2023-05-06 00:00:00,2024-05-05 00:00:00,2023-05-09 00:00:00,2024-05-03 00:00:00,81.86,2.662232,26.22,2.107409,55.64
2023-01-31 00:00:00,2024-01-31 00:00:00,2023-02-01 00:00:00,2024-01-31 00:00:00,66.97,2.401124,19.33,1.4805,47.64
2022-08-11 00:00:00,2023-08-11 00:00:00,2022-08-12 00:00:00,2023-08-11 00:00:00,46.78,1.435703,6.05,0.410833,40.73
2022-10-08 00:00:00,2023-10-08 00:00:00,2022-10-11 00:00:00,2023-10-06 00:00:00,84.61,2.197015,21.96,1.310163,62.65
2022-01-18 00:00:00,2023-01-18 00:00:00,2022-01-19 00:00:00,2023-01-18 00:00:00,-8.94,-0.089269,-11.93,-0.405136,2.99
2022-04-19 00:00:00,2023-04-19 00:00:00,2022-04-20 00:00:00,2023-04-19 00:00:00,20.55,0.728589,-5.3,-0.12069,25.85
2023-07-03 00:00:00,2024-07-02 00:00:00,2023-07-05 00:00:00,2024-07-02 00:00:00,78.92,2.671578,25.63,2.12128,53.29
2022-05-29 00:00:00,2023-05-29 00:00:00,2022-06-01 00:00:00,2023-05-26 00:00:00,51.26,1.456197,4.28,0.307005,46.98
2022-05-14 00:00:00,2023-05-14 00:00:00,2022-05-17 00:00:00,2023-05-12 00:00:00,34.41,1.074457,2.51,0.224036,31.9
2023-11-17 00:00:00,2024-11-16 00:00:00,2023-11-20 00:00:00,2024-11-15 00:00:00,119.09,2.846716,20.39,2.646525,98.7
2022-11-26 00:00:00,2023-11-26 00:00:00,2022-11-29 00:00:00,2023-11-24 00:00:00,67.5,2.14616,17.01,1.190608,50.49
2023-01-22 00:00:00,2024-01-22 00:00:00,2023-01-24 00:00:00,2024-01-22 00:00:00,65.48,2.338746,22.64,1.693252,42.84
2021-11-08 00:00:00,2022-11-08 00:00:00,2021-11-09 00:00:00,2022-11-08 00:00:00,-22.45,-0.669538,-17.03,-0.686445,-5.42
2022-04-05 00:00:00,2023-04-05 00:00:00,2022-04-06 00:00:00,2023-04-05 00:00:00,4.94,0.313618,-7.17,-0.204797,12.11
2023-01-19 00:00:00,2024-01-19 00:00:00,2023-01-20 00:00:00,2024-01-19 00:00:00,71.12,2.418442,23.71,1.753112,47.41
2023-05-16 00:00:00,2024-05-15 00:00:00,2023-05-17 00:00:00,2024-05-15 00:00:00,87.4,2.780965,29.43,2.31611,57.97
2023-10-15 00:00:00,2024-10-14 00:00:00,2023-10-17 00:00:00,2024-10-14 00:00:00,107.62,2.893092,25.42,2.657121,82.2
2023-10-27 00:00:00,2024-10-26 00:00:00,2023-10-30 00:00:00,2024-10-25 00:00:00,117.06,2.99188,31.59,3.482731,85.47
2024-01-16 00:00:00,2025-01-15 00:00:00,2024-01-17 00:00:00,2025-01-15 00:00:00,114.93,2.801307,15.32,2.513709,99.61
2021-12-22 00:00:00,2022-12-22 00:00:00,2021-12-23 00:00:00,2022-12-22 00:00:00,-22.75,-0.599726,-17.79,-0.692462,-4.96
2022-08-09 00:00:00,2023-08-09 00:00:00,2022-08-10 00:00:00,2023-08-09 00:00:00,55.14,1.614263,7.87,0.501846,47.27
2023-07-31 00:00:00,2024-07-30 00:00:00,2023-08-01 00:00:00,2024-07-30 00:00:00,56.38,2.084114,20.22,1.688597,36.16
2024-04-21 00:00:00,2025-04-21 00:00:00,2024-04-23 00:00:00,2025-04-21 00:00:00,61.56,1.523765,7.38,2.731126,54.18
2022-02-09 00:00:00,2023-02-09 00:00:00,2022-02-10 00:00:00,2023-02-09 00:00:00,1.3,0.212001,-7.93,-0.225239,9.23
2023-11-07 00:00:00,2024-11-06 00:00:00,2023-11-08 00:00:00,2024-11-06 00:00:00,100.76,2.684265,25.07,2.984524,75.69
2021-11-24 00:00:00,2022-11-24 00:00:00,2021-11-26 00:00:00,2022-11-23 00:00:00,-19.96,-0.53529,-10.99,-0.366717,-8.97
2023-07-21 00:00:00,2024-07-20 00:00:00,2023-07-24 00:00:00,2024-07-19 00:00:00,67.32,2.408249,22.56,1.881559,44.76
2023-09-06 00:00:00,2024-09-05 00:00:00,2023-09-07 00:00:00,2024-09-05 00:00:00,62.39,1.99692,23.37,2.144329,39.02
2022-05-27 00:00:00,2023-05-27 00:00:00,2022-05-31 00:00:00,2023-05-26 00:00:00,48.31,1.391395,3.44,0.267292,44.87
2022-03-18 00:00:00,2023-03-18 00:00:00,2022-03-21 00:00:00,2023-03-17 00:00:00,-4.16,0.045517,-10.75,-0.374169,6.59
2021-12-15 00:00:00,2022-12-15 00:00:00,2021-12-16 00:00:00,2022-12-15 00:00:00,-15.95,-0.357778,-15.21,-0.563632,-0.74
2022-10-11 00:00:00,2023-10-11 00:00:00,2022-10-12 00:00:00,2023-10-11 00:00:00,82.56,2.154149,24.3,1.420904,58.26
2022-08-11 00:00:00,2023-08-11 00:00:00,2022-08-12 00:00:00,2023-08-11 00:00:00,46.78,1.435703,6.05,0.410833,40.73
2021-11-03 00:00:00,2022-11-03 00:00:00,2021-11-04 00:00:00,2022-11-03 00:00:00,-23.12,-0.680838,-19.34,-0.810938,-3.78
2022-12-17 00:00:00,2023-12-17 00:00:00,2022-12-20 00:00:00,2023-12-15 00:00:00,79.16,2.533638,25.21,1.777578,53.95
2022-08-10 00:00:00,2023-08-10 00:00:00,2022-08-11 00:00:00,2023-08-10 00:00:00,51.39,1.541487,7.91,0.503785,43.48
2024-05-24 00:00:00,2025-05-24 00:00:00,2024-05-28 00:00:00,2025-05-23 00:00:00,75.99,1.783321,2.49,1.506809,73.5
2023-09-05 00:00:00,2024-09-04 00:00:00,2023-09-06 00:00:00,2024-09-04 00:00:00,61.66,1.979982,22.99,2.107577,38.67
2024-04-29 00:00:00,2025-04-29 00:00:00,2024-04-30 00:00:00,2025-04-29 00:00:00,79.01,1.796704,8.17,3.36955,70.84
2022-05-15 00:00:00,2023-05-15 00:00:00,2022-05-17 00:00:00,2023-05-15 00:00:00,34.41,1.074457,2.86,0.239685,31.55
2023-04-18 00:00:00,2024-04-17 00:00:00,2023-04-19 00:00:00,2024-04-17 00:00:00,82.54,2.848869,22.62,1.813304,59.92
2022-06-14 00:00:00,2023-06-14 00:00:00,2022-06-15 00:00:00,2023-06-14 00:00:00,80.34,1.970905,17.24,0.896283,63.1
2022-01-09 00:00:00,2023-01-09 00:00:00,2022-01-11 00:00:00,2023-01-09 00:00:00,-19.27,-0.441874,-16.09,-0.606124,-3.18
2023-10-28 00:00:00,2024-10-27 00:00:00,2023-10-31 00:00:00,2024-10-25 00:00:00,116.54,2.993155,30.77,3.418075,85.77
2023-07-10 00:00:00,2024-07-09 00:00:00,2023-07-11 00:00:00,2024-07-09 00:00:00,78.25,2.665106,27.38,2.254192,50.87
2023-07-16 00:00:00,2024-07-15 00:00:00,2023-07-18 00:00:00,2024-07-15 00:00:00,65.86,2.387707,25.36,2.109026,40.5
2022-07-06 00:00:00,2023-07-06 00:00:00,2022-07-07 00:00:00,2023-07-06 00:00:00,76.8,1.956546,14.87,0.817796,61.93
2023-05-24 00:00:00,2024-05-23 00:00:00,2023-05-25 00:00:00,2024-05-23 00:00:00,82.38,2.719367,28.68,2.28667,53.7
2021-10-05 00:00:00,2022-10-05 00:00:00,2021-10-06 00:00:00,2022-10-05 00:00:00,-18.89,-0.500718,-11.98,-0.465273,-6.91
2022-07-25 00:00:00,2023-07-25 00:00:00,2022-07-26 00:00:00,2023-07-25 00:00:00,77.09,2.009762,18.42,0.992359,58.67
2023-02-04 00:00:00,2024-02-04 00:00:00,2023-02-07 00:00:00,2024-02-02 00:00:00,65.06,2.382051,20.88,1.602872,44.18
2022-12-03 00:00:00,2023-12-03 00:00:00,2022-12-06 00:00:00,2023-12-01 00:00:00,62.36,2.091696,18.41,1.320055,43.95
2022-02-19 00:00:00,2023-02-19 00:00:00,2022-02-23 00:00:00,2023-02-17 00:00:00,8.27,0.403837,-1.92,0.037229,10.19
2024-01-31 00:00:00,2025-01-30 00:00:00,2024-02-01 00:00:00,2025-01-30 00:00:00,123.72,2.826818,11.34,2.106436,112.38
2024-02-14 00:00:00,2025-02-13 00:00:00,2024-02-15 00:00:00,2025-02-13 00:00:00,110.15,2.737259,8.5,1.760174,101.65
2024-02-12 00:00:00,2025-02-11 00:00:00,2024-02-13 00:00:00,2025-02-11 00:00:00,123.6,2.895766,10.24,2.055159,113.36
2022-12-04 00:00:00,2023-12-04 00:00:00,2022-12-06 00:00:00,2023-12-04 00:00:00,62.36,2.091696,17.79,1.277388,44.57
2024-06-25 00:00:00,2025-06-25 00:00:00,2024-06-26 00:00:00,2025-06-25 00:00:00,88.46,1.981732,-0.78,-0.710891,89.24
2022-02-08 00:00:00,2023-02-08 00:00:00,2022-02-09 00:00:00,2023-02-08 00:00:00,-0.98,0.148716,-8.79,-0.263554,7.81
2022-04-18 00:00:00,2023-04-18 00:00:00,2022-04-19 00:00:00,2023-04-18 00:00:00,8.47,0.409457,-5.35,-0.123178,13.82
2023-02-04 00:00:00,2024-02-04 00:00:00,2023-02-07 00:00:00,2024-02-02 00:00:00,65.06,2.382051,20.88,1.602872,44.18
2021-08-23 00:00:00,2022-08-23 00:00:00,2021-08-24 00:00:00,2022-08-23 00:00:00,-14.57,-0.349405,-6.64,-0.22843,-7.93
2023-11-27 00:00:00,2024-11-26 00:00:00,2023-11-28 00:00:00,2024-11-26 00:00:00,131.12,3.011778,20.21,2.670281,110.91
2023-09-30 00:00:00,2024-09-29 00:00:00,2023-10-03 00:00:00,2024-09-27 00:00:00,95.41,2.690681,29.72,2.914227,65.69
2023-11-11 00:00:00,2024-11-10 00:00:00,2023-11-14 00:00:00,2024-11-08 00:00:00,116.68,2.849401,21.87,2.777359,94.81
2022-05-02 00:00:00,2023-05-02 00:00:00,2022-05-03 00:00:00,2023-05-02 00:00:00,26.99,0.869696,0.34,0.127469,26.65
2022-04-15 00:00:00,2023-04-15 00:00:00,2022-04-19 00:00:00,2023-04-14 00:00:00,8.81,0.41911,-5.75,-0.142184,14.56
2022-08-15 00:00:00,2023-08-15 00:00:00,2022-08-16 00:00:00,2023-08-15 00:00:00,47.19,1.446845,4.75,0.343857,42.44
2022-06-19 00:00:00,2023-06-19 00:00:00,2022-06-22 00:00:00,2023-06-16 00:00:00,81.44,2.01524,19.3,1.003308,62.14
2023-02-02 00:00:00,2024-02-02 00:00:00,2023-02-03 00:00:00,2024-02-02 00:00:00,63.03,2.334357,21.71,1.642251,41.32
2024-03-26 00:00:00,2025-03-26 00:00:00,2024-03-27 00:00:00,2025-03-26 00:00:00,67.31,1.828169,3.79,1.085152,63.52
2021-10-12 00:00:00,2022-10-12 00:00:00,2021-10-13 00:00:00,2022-10-12 00:00:00,-21.79,-0.611788,-16.83,-0.71343,-4.96
2022-08-10 00:00:00,2023-08-10 00:00:00,2022-08-11 00:00:00,2023-08-10 00:00:00,51.39,1.541487,7.91,0.503785,43.48
2021-12-31 00:00:00,2022-12-31 00:00:00,2022-01-03 00:00:00,2022-12-30 00:00:00,-24.84,-0.666724,-18.65,-0.735291,-6.19
2022-03-25 00:00:00,2023-03-25 00:00:00,2022-03-28 00:00:00,2023-03-24 00:00:00,-5.83,-0.000379,-11.72,-0.421368,5.89
2023-03-04 00:00:00,2024-03-03 00:00:00,2023-03-07 00:00:00,2024-03-01 00:00:00,98.0,3.168166,30.73,2.296056,67.27
2023-07-16 00:00:00,2024-07-15 00:00:00,2023-07-18 00:00:00,2024-07-15 00:00:00,65.86,2.387707,25.36,2.109025,40.5
2022-10-09 00:00:00,2023-10-09 00:00:00,2022-10-11 00:00:00,2023-10-09 00:00:00,84.61,2.197016,22.74,1.346288,61.87
2022-09-25 00:00:00,2023-09-25 00:00:00,2022-09-27 00:00:00,2023-09-25 00:00:00,70.07,1.888226,20.82,1.191208,49.25
2022-09-27 00:00:00,2023-09-27 00:00:00,2022-09-28 00:00:00,2023-09-27 00:00:00,65.02,1.795822,16.79,0.992788,48.23
2023-03-25 00:00:00,2024-03-24 00:00:00,2023-03-28 00:00:00,2024-03-22 00:00:00,100.44,3.320597,33.66,2.60163,66.78
2024-06-06 00:00:00,2025-06-06 00:00:00,2024-06-07 00:00:00,2025-06-06 00:00:00,80.51,1.893408,1.68,1.267282,78.83
2023-06-29 00:00:00,2024-06-28 00:00:00,2023-06-30 00:00:00,2024-06-28 00:00:00,82.14,2.723146,24.49,2.041129,57.65
2023-01-20 00:00:00,2024-01-20 00:00:00,2023-01-23 00:00:00,2024-01-19 00:00:00,68.02,2.375466,22.25,1.667688,45.77
2023-06-17 00:00:00,2024-06-16 00:00:00,2023-06-21 00:00:00,2024-06-14 00:00:00,86.65,2.922591,26.13,2.151228,60.52
2024-06-30 00:00:00,2025-06-30 00:00:00,2024-07-02 00:00:00,2025-06-30 00:00:00,88.81,1.9954,-1.42,-1.547761,90.23
2023-02-02 00:00:00,2024-02-02 00:00:00,2023-02-03 00:00:00,2024-02-02 00:00:00,63.03,2.334357,21.71,1.642252,41.32
2023-12-22 00:00:00,2024-12-21 00:00:00,2023-12-26 00:00:00,2024-12-20 00:00:00,107.69,2.721944,14.51,2.203773,93.18
2023-04-04 00:00:00,2024-04-03 00:00:00,2023-04-05 00:00:00,2024-04-03 00:00:00,88.23,3.070955,29.28,2.329267,58.95
2022-11-02 00:00:00,2023-11-02 00:00:00,2022-11-03 00:00:00,2023-11-02 00:00:00,58.07,1.725652,17.93,1.151668,40.14
2021-12-10 00:00:00,2022-12-10 00:00:00,2021-12-13 00:00:00,2022-12-09 00:00:00,-18.08,-0.43479,-14.43,-0.530595,-3.65
2024-07-21 00:00:00,2025-07-21 00:00:00,2024-07-23 00:00:00,2025-07-21 00:00:00,111.61,2.347296,-2.27,nan,113.88
2023-04-15 00:00:00,2024-04-14 00:00:00,2023-04-18 00:00:00,2024-04-12 00:00:00,85.53,2.939765,25.12,2.011548,60.41
2022-12-19 00:00:00,2023-12-19 00:00:00,2022-12-20 00:00:00,2023-12-19 00:00:00,81.73,2.584564,26.68,1.856646,55.05
2023-08-05 00:00:00,2024-08-04 00:00:00,2023-08-08 00:00:00,2024-08-02 00:00:00,57.67,2.051143,22.3,1.882601,35.37
2022-12-13 00:00:00,2023-12-13 00:00:00,2022-12-14 00:00:00,2023-12-13 00:00:00,62.74,2.118521,19.66,1.395371,43.08
2022-09-27 00:00:00,2023-09-27 00:00:00,2022-09-28 00:00:00,2023-09-27 00:00:00,65.02,1.795822,16.79,0.992788,48.23
2023-06-23 00:00:00,2024-06-22 00:00:00,2023-06-26 00:00:00,2024-06-21 00:00:00,88.17,2.91046,27.97,2.280519,60.2
2023-03-16 00:00:00,2024-03-15 00:00:00,2023-03-17 00:00:00,2024-03-15 00:00:00,97.5,3.223879,32.62,2.481447,64.88
2022-06-24 00:00:00,2023-06-24 00:00:00,2022-06-27 00:00:00,2023-06-23 00:00:00,65.29,1.741107,13.3,0.74406,51.99
2022-09-13 00:00:00,2023-09-13 00:00:00,2022-09-14 00:00:00,2023-09-13 00:00:00,75.75,2.020569,15.0,0.893601,60.75
2023-11-11 00:00:00,2024-11-10 00:00:00,2023-11-14 00:00:00,2024-11-08 00:00:00,116.68,2.849401,21.87,2.777358,94.81
2023-10-29 00:00:00,2024-10-28 00:00:00,2023-10-31 00:00:00,2024-10-28 00:00:00,116.54,2.993155,30.77,3.418075,85.77
2022-09-19 00:00:00,2023-09-19 00:00:00,2022-09-20 00:00:00,2023-09-19 00:00:00,69.37,1.902271,17.08,0.999254,52.29
2024-01-22 00:00:00,2025-01-21 00:00:00,2024-01-23 00:00:00,2025-01-21 00:00:00,122.24,2.886151,12.33,2.12374,109.91
2023-08-10 00:00:00,2024-08-09 00:00:00,2023-08-11 00:00:00,2024-08-09 00:00:00,66.93,2.141483,23.15,1.962027,43.78
2023-12-19 00:00:00,2024-12-18 00:00:00,2023-12-20 00:00:00,2024-12-18 00:00:00,106.63,2.766815,16.32,2.41345,90.31
2024-04-30 00:00:00,2025-04-30 00:00:00,2024-05-01 00:00:00,2025-04-30 00:00:00,82.46,1.83713,8.52,3.552999,73.94
2022-11-24 00:00:00,2023-11-24 00:00:00,2022-11-28 00:00:00,2023-11-24 00:00:00,67.28,2.147848,16.81,1.175842,50.47
2023-08-21 00:00:00,2024-08-20 00:00:00,2023-08-22 00:00:00,2024-08-20 00:00:00,79.47,2.439679,25.25,2.179248,54.22
2023-10-24 00:00:00,2024-10-23 00:00:00,2023-10-25 00:00:00,2024-10-23 00:00:00,117.76,3.038234,30.97,3.336835,86.79
2023-12-23 00:00:00,2024-12-22 00:00:00,2023-12-27 00:00:00,2024-12-20 00:00:00,106.37,2.707056,14.3,2.18276,92.07
2021-09-17 00:00:00,2022-09-17 00:00:00,2021-09-20 00:00:00,2022-09-16 00:00:00,-12.98,-0.281167,-9.83,-0.37141,-3.15
2021-10-08 00:00:00,2022-10-08 00:00:00,2021-10-11 00:00:00,2022-10-07 00:00:00,-21.12,-0.586952,-15.28,-0.632648,-5.84
2023-07-18 00:00:00,2024-07-17 00:00:00,2023-07-19 00:00:00,2024-07-17 00:00:00,67.46,2.430134,24.06,1.991371,43.4
2022-12-08 00:00:00,2023-12-08 00:00:00,2022-12-09 00:00:00,2023-12-08 00:00:00,62.11,2.08667,18.86,1.342891,43.25
2022-08-16 00:00:00,2023-08-16 00:00:00,2022-08-17 00:00:00,2023-08-16 00:00:00,48.94,1.485976,4.73,0.342539,44.21
2023-07-22 00:00:00,2024-07-21 00:00:00,2023-07-25 00:00:00,2024-07-19 00:00:00,66.87,2.402324,22.23,1.861064,44.64
2021-08-16 00:00:00,2022-08-16 00:00:00,2021-08-17 00:00:00,2022-08-16 00:00:00,-6.11,-0.042006,-1.85,0.012409,-4.26
2021-11-04 00:00:00,2022-11-04 00:00:00,2021-11-05 00:00:00,2022-11-04 00:00:00,-22.3,-0.658703,-18.46,-0.762295,-3.84
2021-11-27 00:00:00,2022-11-27 00:00:00,2021-11-30 00:00:00,2022-11-25 00:00:00,-22.15,-0.624511,-10.35,-0.339814,-11.8
2024-01-21 00:00:00,2025-01-20 00:00:00,2024-01-23 00:00:00,2025-01-17 00:00:00,122.24,2.886151,12.33,2.12374,109.91
2023-07-28 00:00:00,2024-07-27 00:00:00,2023-07-31 00:00:00,2024-07-26 00:00:00,57.43,2.11539,19.88,1.659072,37.55
2023-02-23 00:00:00,2024-02-23 00:00:00,2023-02-24 00:00:00,2024-02-23 00:00:00,87.28,2.914078,30.07,2.210363,57.21
2023-11-18 00:00:00,2024-11-17 00:00:00,2023-11-21 00:00:00,2024-11-15 00:00:00,120.39,2.875024,20.65,2.686858,99.74
2021-09-05 00:00:00,2022-09-05 00:00:00,2021-09-08 00:00:00,2022-09-02 00:00:00,-15.63,-0.383973,-11.77,-0.491392,-3.86
2022-07-29 00:00:00,2023-07-29 00:00:00,2022-08-01 00:00:00,2023-07-28 00:00:00,68.79,1.873843,13.05,0.754307,55.74
2022-02-09 00:00:00,2023-02-09 00:00:00,2022-02-10 00:00:00,2023-02-09 00:00:00,1.3,0.212001,-7.93,-0.225239,9.23
2023-01-18 00:00:00,2024-01-18 00:00:00,2023-01-19 00:00:00,2024-01-18 00:00:00,75.49,2.510495,24.47,1.791905,51.02
2024-07-19 00:00:00,2025-07-19 00:00:00,2024-07-22 00:00:00,2025-07-18 00:00:00,109.47,2.312097,-2.42,-12.894263,111.89
2022-10-25 00:00:00,2023-10-25 00:00:00,2022-10-26 00:00:00,2023-10-25 00:00:00,59.96,1.756714,11.02,0.749951,48.94
2023-08-08 00:00:00,2024-08-07 00:00:00,2023-08-09 00:00:00,2024-08-07 00:00:00,65.76,2.170023,23.12,1.951635,42.64
2022-12-08 00:00:00,2023-12-08 00:00:00,2022-12-09 00:00:00,2023-12-08 00:00:00,62.11,2.08667,18.86,1.342891,43.25
2024-01-16 00:00:00,2025-01-15 00:00:00,2024-01-17 00:00:00,2025-01-15 00:00:00,114.93,2.801307,15.32,2.513707,99.61
2023-05-30 00:00:00,2024-05-29 00:00:00,2023-05-31 00:00:00,2024-05-29 00:00:00,84.75,2.846511,27.73,2.228439,57.02
2023-09-02 00:00:00,2024-09-01 00:00:00,2023-09-06 00:00:00,2024-08-30 00:00:00,69.67,2.205836,22.99,2.107574,46.68
2023-03-08 00:00:00,2024-03-07 00:00:00,2023-03-09 00:00:00,2024-03-07 00:00:00,100.59,3.244749,33.47,2.473049,67.12
2022-04-02 00:00:00,2023-04-02 00:00:00,2022-04-05 00:00:00,2023-03-31 00:00:00,2.21,0.235506,-7.69,-0.229983,9.9
2022-12-02 00:00:00,2023-12-02 00:00:00,2022-12-05 00:00:00,2023-12-01 00:00:00,58.75,1.992729,16.7,1.203458,42.05
2021-10-30 00:00:00,2022-10-30 00:00:00,2021-11-02 00:00:00,2022-10-28 00:00:00,-20.26,-0.559835,-14.5,-0.567244,-5.76
2023-06-05 00:00:00,2024-06-04 00:00:00,2023-06-06 00:00:00,2024-06-04 00:00:00,85.53,2.853791,25.23,2.064087,60.3
2023-07-12 00:00:00,2024-07-11 00:00:00,2023-07-13 00:00:00,2024-07-11 00:00:00,74.92,2.614879,25.51,2.114264,49.41
2023-12-23 00:00:00,2024-12-22 00:00:00,2023-12-27 00:00:00,2024-12-20 00:00:00,106.37,2.707056,14.3,2.18276,92.07
2021-10-20 00:00:00,2022-10-20 00:00:00,2021-10-21 00:00:00,2022-10-20 00:00:00,-22.05,-0.624038,-18.22,-0.772513,-3.83
2024-01-07 00:00:00,2025-01-06 00:00:00,2024-01-09 00:00:00,2025-01-06 00:00:00,115.12,2.870901,14.94,2.394284,100.18
2023-07-15 00:00:00,2024-07-14 00:00:00,2023-07-18 00:00:00,2024-07-12 00:00:00,65.86,2.387707,25.02,2.088515,40.84
2021-12-07 00:00:00,2022-12-07 00:00:00,2021-12-08 00:00:00,2022-12-07 00:00:00,-24.01,-0.679845,-15.0,-0.556459,-9.01
2022-08-22 00:00:00,2023-08-22 00:00:00,2022-08-23 00:00:00,2023-08-22 00:00:00,60.49,1.707206,7.99,0.511249,52.5
2022-10-13 00:00:00,2023-10-13 00:00:00,2022-10-14 00:00:00,2023-10-13 00:00:00,83.49,2.197482,22.55,1.35978,60.94
2022-09-01 00:00:00,2023-09-01 00:00:00,2022-09-02 00:00:00,2023-09-01 00:00:00,83.96,2.138747,16.91,0.957305,67.05
2023-11-10 00:00:00,2024-11-09 00:00:00,2023-11-13 00:00:00,2024-11-08 00:00:00,120.21,2.889393,24.24,2.97247,95.97
2023-07-06 00:00:00,2024-07-05 00:00:00,2023-07-07 00:00:00,2024-07-05 00:00:00,82.5,2.745959,28.24,2.312762,54.26
2024-06-03 00:00:00,2025-06-03 00:00:00,2024-06-04 00:00:00,2025-06-03 00:00:00,81.84,1.888071,2.76,1.873623,79.08
2023-12-22 00:00:00,2024-12-21 00:00:00,2023-12-26 00:00:00,2024-12-20 00:00:00,107.69,2.721944,14.51,2.203773,93.18
2022-08-20 00:00:00,2023-08-20 00:00:00,2022-08-23 00:00:00,2023-08-18 00:00:00,55.48,1.612424,7.59,0.492846,47.89
2023-08-09 00:00:00,2024-08-08 00:00:00,2023-08-10 00:00:00,2024-08-08 00:00:00,59.67,1.979014,23.07,1.952444,36.6
2022-07-24 00:00:00,2023-07-24 00:00:00,2022-07-26 00:00:00,2023-07-24 00:00:00,76.58,2.004436,18.09,0.979867,58.49
2023-10-21 00:00:00,2024-10-20 00:00:00,2023-10-24 00:00:00,2024-10-18 00:00:00,110.22,2.899616,29.09,3.111778,81.13
2023-12-31 00:00:00,2024-12-30 00:00:00,2024-01-03 00:00:00,2024-12-30 00:00:00,119.32,2.925125,16.18,2.502671,103.14
2023-12-26 00:00:00,2024-12-25 00:00:00,2023-12-27 00:00:00,2024-12-24 00:00:00,111.84,2.783009,14.3,2.18276,97.54
2022-04-02 00:00:00,2023-04-02 00:00:00,2022-04-05 00:00:00,2023-03-31 00:00:00,2.21,0.235506,-7.69,-0.229983,9.9
